2.382000	2.540000	1
4.802000	4.920000	2
7.182000	7.320000	3
9.602000	9.740000	4
12.022000	12.150000	5
14.352000	14.470000	6
16.792000	16.910000	7
19.162000	19.310000	8
21.602000	21.730000	9
24.002000	24.130000	10
26.412000	26.530000	11
28.802000	28.960000	12
31.152000	31.340000	13
33.592000	33.740000	14
35.962000	36.130000	15
38.402000	38.550000	16
40.752000	40.910000	17
43.162000	43.340000	18
45.602000	45.760000	19
52.742000	53.000000	20
55.212000	55.410000	21
57.532000	57.850000	22
59.972000	60.320000	23
62.392000	62.850000	24
64.842000	65.050000	25
67.192000	67.460000	26
69.652000	69.950000	27
71.972000	72.250000	28
74.402000	74.750000	29
76.792000	77.000000	30
79.242000	79.520000	31
81.562000	81.880000	32
84.012000	84.200000	33
86.342000	86.550000	34
88.782000	88.910000	35
89.082000	89.180000	36
91.242812	91.326984	37
91.371000	91.481000	
91.516000	91.607800	
93.556825	93.639546	38
93.701000	93.765000	
93.828000	93.911000	
93.978000	94.055000	
96.002000	96.066032	39
96.086000	96.142000	
96.171000	96.234000	
96.266000	96.322000	
98.322000	98.410000	40
98.612000	98.740000	41
98.870567	98.999769	42
