2.395658	2.480000	1
4.723023	4.810000	2
7.181079	7.270000	3
9.614568	9.700000	4
11.980747	12.070000	5
14.408832	14.500000	6
16.795647	16.900000	7
19.195727	19.271881	8
21.633638	21.710000	9
23.998343	24.080000	10
26.416602	26.510000	11
28.796538	28.890000	12
31.170000	31.250000	13
33.626668	33.700000	14
36.030679	36.110000	15
38.398332	38.480000	16
40.779742	40.850000	17
43.243202	43.320000	18
45.606924	45.690000	19
47.972612	47.997178	20
52.836152	53.060000	21
55.119298	55.222475	22
57.579810	57.753736	23
60.019196	60.170000	24
62.393236	62.490000	25
64.783489	64.940000	26
67.208627	67.400000	27
69.633272	69.750000	28
71.984712	72.100000	29
74.426554	74.520000	30
76.809438	76.950000	31
79.167265	79.430000	32
81.582084	81.790000	33
84.054879	84.190000	34
86.409758	86.500000	35
88.783798	88.910000	36
91.186826	91.307198	37
93.598697	93.748058	38
96.010000	96.200000	39
98.480000	98.620000	40
100.760000	100.905062	41
