2.382000	2.800000	1
4.802000	5.210000	2
7.202000	7.700000	3
9.642000	10.080000	4
12.012000	12.520000	5
14.422000	14.930000	6
16.832000	17.340000	7
19.182000	19.770000	8
21.612000	22.050000	9
24.052000	24.520000	10
26.412000	26.910000	11
28.822000	29.330000	12
31.192000	31.690000	13
33.642000	34.190000	14
36.052000	36.580000	15
38.362000	38.980000	16
40.822000	41.450000	17
43.252000	43.750000	18
45.652000	46.180000	19
52.832000	53.220000	20
55.192000	55.810000	21
57.612000	58.170000	23
59.992000	60.620000	24
62.422000	63.110000	25
64.812000	65.380000	26
67.182000	67.520000	27
69.552000	69.790000	29
72.022000	72.570000	30
74.202000	74.830000	31
76.552000	77.010000	32
78.932000	79.580000	33
81.352000	82.190000	34
83.772000	84.690000	35
86.102000	87.250000	36
88.552000	89.470000	37
90.932000	91.850000	38
93.362000	94.230000	39
95.772000	96.520000	40
98.182000	99.140000	41
100.502000	101.180000	42
