2.369659863945578	2.4696598639455782	inward-k-snare	
4.732879818594104	4.832879818594105	high-hat	
7.029659863945578	7.129659863945578	silence	
7.038049886621315	7.138049886621316	silence	
7.192879818594104	7.292879818594105	high-hat	
9.589659863945577	9.689659863945579	high-hat	
11.992879818594105	12.092879818594104	high-hat	
14.412879818594105	14.512879818594104	high-hat	
16.73482993197279	16.834829931972788	inward-k-snare	
19.16965986394558	19.269659863945577	high-hat	
21.57482993197279	21.674829931972788	warm-tone-bass	
24.012879818594104	24.112879818594106	high-hat	
26.354829931972787	26.45482993197279	warm-tone-bass	
28.769659863945577	28.86965986394558	high-hat	
31.172879818594105	31.272879818594106	high-hat	
33.632879818594105	33.73287981859411	high-hat	
36.00965986394558	36.10965986394558	high-hat	
38.36965986394558	38.46965986394558	high-hat	
40.68126984126984	40.78126984126984	silence	
40.67804988662132	40.77804988662132	silence	
40.67482993197279	40.77482993197279	silence	
40.772879818594106	40.87287981859411	high-hat	
43.2528798185941	43.352879818594104	high-hat	
45.6128798185941	45.712879818594104	high-hat	
47.9728798185941	48.0728798185941	high-hat	
52.809659863945576	52.90965986394558	high-hat	
55.132879818594105	55.23287981859411	high-hat	
57.5728798185941	57.672879818594105	inward-k-snare	
60.032879818594104	60.132879818594105	high-hat	
62.36965986394558	62.46965986394558	kicks	
64.78126984126985	64.88126984126984	high-hat	
67.20126984126985	67.30126984126984	high-hat	
69.60965986394558	69.70965986394557	high-hat	
71.96965986394558	72.06965986394557	high-hat	
74.40965986394558	74.50965986394557	inward-k-snare	
76.8128798185941	76.9128798185941	high-hat	
79.1728798185941	79.2728798185941	high-hat	
81.5928798185941	81.69287981859411	high-hat	
83.99482993197279	84.09482993197278	inward-k-snare	
86.40126984126984	86.50126984126985	high-hat	
88.76965986394558	88.86965986394557	inward-k-snare	
91.19287981859411	91.2928798185941	high-hat	
93.5928798185941	93.69287981859411	high-hat	
96.0128798185941	96.11287981859411	high-hat	
98.46126984126984	98.56126984126985	high-hat	
100.74126984126984	100.84126984126983	high-hat	
