1.230000	1.230000	S
2.420000	2.420000	S
3.680000	3.680000	S
4.850000	4.850000	S
6.030000	6.030000	S
8.420000	8.420000	S
9.560000	9.560000	S
10.800000	10.800000	S
11.940000	11.940000	S
13.180000	13.180000	S
15.590000	15.590000	S
16.810000	16.810000	S
18.020000	18.020000	S
19.272562	19.272562	
20.410340	20.410340	
22.760000	22.760000	S
23.475374	23.475374	
24.055873	24.055873	
24.613152	24.613152	
27.560000	27.560000	S
29.980000	29.980000	S
31.430000	31.430000	S
32.510000	32.510000	S
33.146485	33.146485	
33.657324	33.657324	
34.284263	34.284263	
34.911202	34.911202	
37.270000	37.270000	S
39.610000	39.610000	S
43.130000	43.130000	S
43.862494	43.862494	
44.512653	44.512653	
45.046712	45.046712	
45.708481	45.708481	
48.030000	48.030000	S
