0.130000	0.130000	S
0.420000	0.420000	S
0.760000	0.760000	S
1.057959	1.057959	
1.320000	1.320000	S
1.610000	1.610000	S
1.766168	1.766168	
1.879365	1.879365	
2.033197	2.033197	
2.178322	2.178322	
2.323447	2.323447	
2.481633	2.481633	
2.800000	2.800000	S
4.010000	4.010000	S
4.160000	4.160000	S
4.295692	4.295692	
4.567075	4.567075	
4.726712	4.726712	
4.910000	4.910000	S
5.190000	5.190000	S
5.479909	5.479909	
5.803537	5.803537	
6.090000	6.090000	S
6.379683	6.430000	S
6.526259	6.526259	
6.674286	6.674286	 
6.807800	6.807800	
6.947120	6.947120	
7.106757	7.106757	
7.278005	7.278005	
7.600000	7.600000	S
7.894785	7.894785	
8.221315	8.221315	
8.410000	8.410000	S
8.820000	8.820000	S
8.946939	8.946939	
9.092063	9.092063	
9.430000	9.430000	S
9.697234	9.697234	
10.020000	10.020000	S
10.309660	10.309660	
10.583946	10.583946	
10.780860	10.780860	
10.904887	10.904887	S
11.220000	11.220000	S
11.352102	11.352102	
11.522640	11.522640	
11.830000	11.830000	S
11.965533	11.965533	
12.123719	12.123719	
12.420000	12.420000	S
12.704218	12.704218	
13.003816	13.003816	
13.590000	13.590000	S
14.540000	14.540000	S
15.140000	15.140000	S
15.760000	15.760000	S
16.300000	16.300000	S
16.880000	16.880000	S
17.460000	17.460000	S
18.110000	18.110000	S
18.415116	18.415116	
18.555839	18.555839	
18.708489	18.708489	
18.994706	18.994706	
19.297023	19.297023	
19.880000	19.880000	S
20.450000	20.450000	S
21.070000	21.070000	S
21.700000	21.700000	S
21.980000	21.980000	S
22.290000	22.290000	S
