0.285896	0.285896	
0.437551	0.437551	
0.521723	0.521723	
0.663946	0.663946	
0.991202	0.991202	
1.187846	1.187846	
1.334422	1.334422	
1.672562	1.672562	
1.865578	1.865578	
2.031746	2.031746	
2.223311	2.223311	
2.359728	2.359728	
2.561451	2.561451	
2.699320	2.699320	
3.060680	3.060680	
3.233379	3.233379	
3.393016	3.393016	
3.723900	3.723900	
3.918367	3.918367	
4.066395	4.066395	
4.391474	4.391474	
4.587392	4.587392	
4.751383	4.751383	
4.932789	4.932789	
5.090975	5.090975	
5.276735	5.276735	
5.443628	5.443628	
5.598912	5.598912	 
5.939955	5.939955	
6.157642	6.157642	
6.482721	6.482721	
6.669932	6.669932	
6.819410	6.819410	
7.177868	7.177868	
7.346213	7.346213	
7.720635	7.720635	
7.870113	7.870113	
8.079093	8.079093	
8.228571	8.228571	
8.552200	8.552200	
8.753923	8.753923	
8.888889	8.888889	
9.224127	9.224127	
9.408435	9.408435	
9.568073	9.568073	
9.903311	9.903311	
10.083265	10.083265	
10.248707	10.248707	
10.427211	10.427211	
10.585397	10.585397	
10.766803	10.766803	
10.933696	10.933696	
11.128163	11.128163	
11.424218	11.424218	
11.578050	11.578050	
11.894422	11.894422	
12.229660	12.229660	
12.561995	12.561995	
12.763719	12.763719	
12.876916	12.876916	
13.197642	13.197642	
13.395011	13.395011	
13.528526	13.528526	
13.862313	13.862313	
14.053878	14.053878	
14.188844	14.188844	
14.528435	14.528435	
14.734512	14.734512	
14.881088	14.881088	
15.216327	15.216327	
15.406440	15.406440	
15.538503	15.538503	
15.865034	15.865034	
16.075465	16.075465	
16.220590	16.220590	
16.525351	16.525351	
16.727075	16.727075	
16.853333	16.853333	
17.159546	17.159546	
17.516553	17.516553	
17.838730	17.838730	
18.069478	18.069478	
18.189932	18.189932	
18.507755	18.507755	
18.729796	18.729796	
18.879274	18.879274	
19.181134	19.181134	
19.361088	19.361088	
19.494603	19.494603	
19.680363	19.680363	
19.966259	19.966259	
20.112834	20.112834	
20.403084	20.403084	
20.732517	20.732517	
20.897959	20.897959	
21.144671	21.144671	
21.302857	21.302857	
21.613424	21.613424	
21.791927	21.791927	
21.913832	21.913832	
22.561088	22.561088	
22.874558	22.874558	
23.108209	23.108209	
23.212698	23.212698	
23.513107	23.513107	
23.858503	23.858503	
24.224218	24.224218	
24.546395	24.546395	
24.880181	24.880181	
25.174785	25.174785	
25.499864	25.499864	
25.743673	25.743673	
25.843810	25.843810	
26.164535	26.164535	
26.495420	26.495420	
26.862585	26.862585	
27.167347	27.167347	
27.358912	27.358912	
27.470658	27.470658	
27.792834	27.792834	
28.109206	28.109206	
28.424127	28.424127	
28.560544	28.560544	
28.710023	28.710023	
29.049615	29.049615	
29.367438	29.367438	
